3.9860,166.7521,3392182.1307,150.0296
3.9787,166.7512,3392186.5113,153.4887
3.9702,166.7501,3392182.0522,156.9478
3.9628,166.7492,3392188.8352,149.1648
3.9543,166.7482,3392191.9972,147.0028
3.9470,166.7473,3392196.1592,144.8408
3.9397,166.7464,3392199.3211,142.6789
3.9312,166.7454,3392202.4831,140.5169
3.9238,166.7445,3392199.0240,143.9760
3.9165,166.7436,3392202.1859,141.8141
3.9007,166.7417,3392205.3422,139.6578
3.8934,166.7408,3392207.5256,138.4744
3.8848,166.7398,3392212.7090,137.2910
3.8775,166.7389,3392225.1346,124.8654
3.8690,166.7378,3392216.0758,134.9242
3.8617,166.7369,3392219.2591,133.7409
3.8544,166.7360,3392223.0636,126.9364
3.8459,166.7350,3392222.2470,125.7530
3.8385,166.7341,3392217.8093,130.1907
3.8312,166.7332,3392224.6138,123.3862
3.8227,166.7322,3392226.7972,122.2028
3.8154,166.7313,3392228.9806,121.0194
3.8081,166.7304,3392229.1640,119.8360
3.7995,166.7294,3392231.3474,118.6526
3.7922,166.7285,3392232.5308,117.4692
3.7837,166.7274,3392228.0931,121.9069
3.7764,166.7266,3392235.8976,115.1024
3.7691,166.7257,3392237.0810,113.9190
3.7605,166.7246,3392239.2643,112.7357
3.7532,166.7237,3392240.4477,111.5523
3.7459,166.7228,3392241.2966,110.7034
3.7374,166.7218,3392241.2966,110.7034
3.7301,166.7209,3392236.6755,116.3245
3.7227,166.7200,3392242.2966,110.7034
3.7142,166.7190,3392236.6755,116.3245
3.7069,166.7181,3392243.2966,110.7034
3.6910,166.7162,3392238.3543,116.6457
3.6837,166.7153,3392238.0331,116.9669
3.6752,166.7142,3392243.3330,111.6670
3.6679,166.7134,3392243.0118,111.9882
3.6606,166.7125,3392242.6906,112.3094
3.6520,166.7114,3392244.3694,112.6306
3.6447,166.7105,3392242.4270,118.5730
3.6374,166.7096,3392247.7269,113.2731
3.6289,166.7086,3392233.1635,124.8365
3.6216,166.7077,3392248.0845,113.9155
3.6130,166.7067,3392245.7633,114.2367
3.6057,166.7058,3392244.4421,114.5579
3.5899,166.7039,3392243.4353,114.5647
3.5826,166.7030,3392238.0391,119.9609
3.5753,166.7021,3392244.8850,114.1150
3.5667,166.7010,3392238.4887,119.5113
3.5594,166.7002,3392245.3347,113.6653
3.5521,166.6993,3392239.9384,119.0616
3.5436,166.6982,3392245.7844,113.2156
3.5362,166.6973,3392246.0092,112.9908
3.5277,166.6963,3392241.6130,118.3870
3.5204,166.6954,3392247.4589,112.5411
3.5131,166.6945,3392247.6838,112.3162
3.5046,166.6935,3392248.9086,112.0914
3.4972,166.6926,3392250.1335,111.8665
3.4899,166.6917,3392250.3583,111.6417
3.4814,166.6907,3392250.5831,111.4169
3.4741,166.6898,3392251.8080,111.1920
3.4668,166.6889,3392252.0328,110.9672
3.4582,166.6878,3392251.2577,110.7423
3.4509,166.6870,3392250.5213,111.4787
3.4424,166.6859,3392249.7459,112.2541
3.4351,166.6850,3392250.9706,113.0294
3.4278,166.6841,3392252.1953,113.8047
3.4192,166.6831,3392245.7989,120.2011
3.4119,166.6822,3392248.6446,115.3554
3.4046,166.6813,3392246.8693,116.1307
3.3961,166.6803,3392247.0940,116.9060
3.3888,166.6794,3392246.3187,117.6813
3.3814,166.6785,3392238.9222,124.0778
3.3656,166.6766,3392243.3213,119.6787
3.3571,166.6755,3392249.1394,114.8606
3.3498,166.6746,3392242.7153,121.2847
3.3424,166.6738,3392251.1545,110.8455
3.3339,166.6727,3392245.7304,117.2696
3.3266,166.6718,3392243.1263,118.8737
3.3193,166.6709,3392242.5933,120.4067
3.3108,166.6699,3392245.0603,121.9397
3.3342,166.6815,3392208.0876,123.9671
3.3415,166.6806,3392240.1245,120.8755
3.3488,166.6797,3392238.5950,123.4050
3.3574,166.6787,3392243.6867,120.3133
3.3647,166.6778,3392251.3994,111.6006
3.3720,166.6769,3392246.8699,114.1301
3.3806,166.6759,3392253.9615,111.0385
3.3879,166.6750,3392258.0531,107.9469
3.3952,166.6741,3392259.3351,106.6649
3.4037,166.6730,3392258.7848,106.2152
3.4111,166.6722,3392259.2345,105.7655
3.4196,166.6711,3392260.6842,105.3158
3.4269,166.6702,3392263.1339,104.8661
3.4342,166.6693,3392264.5836,104.4164
3.4428,166.6683,3392258.0333,103.9667
3.4501,166.6674,3392259.4830,103.5170
3.4574,166.6665,3392258.9327,103.0673
3.4660,166.6655,3392252.3505,108.6495
3.4733,166.6646,3392257.9716,103.0284
3.4806,166.6637,3392257.9716,103.0284
3.4892,166.6627,3392259.9716,103.0284
3.4965,166.6618,3392257.9716,103.0284
3.5038,166.6609,3392256.9716,103.0284
3.5124,166.6598,3392256.9716,103.0284
3.5282,166.6579,3392251.0382,108.9618
3.5355,166.6570,3392249.7259,109.2741
3.5429,166.6561,3392251.4136,109.5864
3.5514,166.6551,3392255.7224,104.2776
3.5587,166.6542,3392255.4101,104.5899
3.5660,166.6533,3392253.0979,104.9021
3.5746,166.6523,3392246.1832,111.8168
