3.9860,166.7521,3392086.1070,246.0532
3.9787,166.7512,3392088.1383,251.8617
3.9702,166.7501,3392081.3298,257.6702
3.9628,166.7492,3392085.7636,252.2364
3.9543,166.7482,3392086.5762,252.4238
3.9470,166.7473,3392088.3888,252.6112
3.9397,166.7464,3392089.2015,252.7985
3.9312,166.7454,3392090.0141,252.9859
3.9238,166.7445,3392084.2056,258.7944
3.9165,166.7436,3392085.0182,258.9818
3.9080,166.7426,3392085.8309,259.1691
3.8934,166.7408,3392086.2451,259.7549
3.8848,166.7398,3392089.8288,260.1712
3.8775,166.7389,3392100.6546,249.3454
3.8690,166.7378,3392089.9960,261.0040
3.8617,166.7369,3392091.5796,261.4204
3.8544,166.7360,3392093.7843,256.2157
3.8459,166.7350,3392091.3680,256.6320
3.8385,166.7341,3392085.3305,262.6695
3.8312,166.7332,3392090.5352,257.4648
3.8154,166.7313,3392091.6525,258.3475
3.8081,166.7304,3392090.1085,258.8915
3.7995,166.7294,3392090.5646,259.4354
3.7922,166.7285,3392090.0206,259.9794
3.7837,166.7274,3392083.8555,266.1445
3.7764,166.7266,3392089.9326,261.0674
3.7691,166.7257,3392089.3887,261.6113
3.7605,166.7246,3392089.8447,262.1553
3.7532,166.7237,3392089.3007,262.6993
3.7459,166.7228,3392088.7567,263.2433
3.7374,166.7218,3392088.2127,263.7873
3.7301,166.7209,3392083.4462,269.5538
3.7227,166.7200,3392089.0673,263.9327
3.7142,166.7190,3392083.4462,269.5538
3.7069,166.7181,3392090.0673,263.9327
3.6984,166.7171,3392084.4462,269.5538
3.6910,166.7162,3392085.4462,269.5538
3.6837,166.7153,3392086.2492,268.7508
3.6752,166.7142,3392092.6734,262.3266
4.4506,166.5458,3392074.4514,218.4665
4.4579,166.5449,3392097.9123,224.0877
4.4665,166.5438,3392097.9123,224.0877
4.4738,166.5429,3392097.9123,224.0877
4.4811,166.5421,3392096.9123,224.0877
4.4897,166.5410,3392095.9123,224.0877
4.4970,166.5401,3392091.2912,229.7088
4.5043,166.5392,3392103.5335,218.4665
4.5128,166.5382,3392097.9123,224.0877
4.5202,166.5373,3392095.9123,224.0877
4.5287,166.5363,3392093.2510,224.7490
4.5360,166.5354,3392104.8319,214.1681
4.5433,166.5345,3392097.9284,226.0716
